	edge_type	node1	node2	weight
('DOT1L', 'SRCAP', 'STRING_experimental')	STRING_experimental	DOT1L	SRCAP	85
('DOT1L', 'SRCAP', 'STRING_textmining')	STRING_textmining	DOT1L	SRCAP	262
('DOT1L', 'TP53', 'STRING_experimental')	STRING_experimental	DOT1L	TP53	111
('DOT1L', 'TP53', 'STRING_textmining')	STRING_textmining	DOT1L	TP53	357
('AFDN', 'DOT1L', 'PCnet_other')	PCnet_other	AFDN	DOT1L	1
('CTNNB1', 'DOT1L', 'STRING_experimental')	STRING_experimental	CTNNB1	DOT1L	313
('CTNNB1', 'DOT1L', 'STRING_textmining')	STRING_textmining	CTNNB1	DOT1L	108
('DOT1L', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	DOT1L	HIST1H3A	185
('DOT1L', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	DOT1L	HIST1H3A	245
('DOT1L', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	DOT1L	HIST1H3D	185
('DOT1L', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	DOT1L	HIST1H3D	469
('DOT1L', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	DOT1L	HIST1H3J	185
('DOT1L', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	DOT1L	HIST1H3J	245
('DOT1L', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	DOT1L	HIST1H3H	185
('DOT1L', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	DOT1L	HIST1H3H	245
('ACTN2', 'TRIO', 'STRING_coexpression')	STRING_coexpression	ACTN2	TRIO	63
('ACTN2', 'TRIO', 'STRING_experimental')	STRING_experimental	ACTN2	TRIO	118
('ACTN2', 'TRIO', 'STRING_textmining')	STRING_textmining	ACTN2	TRIO	92
('TP53', 'TRIO', 'STRING_experimental')	STRING_experimental	TP53	TRIO	81
('TP53', 'TRIO', 'STRING_textmining')	STRING_textmining	TP53	TRIO	151
('ACTN4', 'TRIO', 'STRING_coexpression')	STRING_coexpression	ACTN4	TRIO	82
('ACTN4', 'TRIO', 'STRING_experimental')	STRING_experimental	ACTN4	TRIO	118
('ACTN4', 'TRIO', 'STRING_textmining')	STRING_textmining	ACTN4	TRIO	92
('NOTCH1', 'TRIO', 'STRING_experimental')	STRING_experimental	NOTCH1	TRIO	162
('NOTCH1', 'TRIO', 'STRING_textmining')	STRING_textmining	NOTCH1	TRIO	109
('SPTBN1', 'TRIO', 'STRING_coexpression')	STRING_coexpression	SPTBN1	TRIO	95
('SPTBN1', 'TRIO', 'STRING_experimental')	STRING_experimental	SPTBN1	TRIO	183
('SPTBN1', 'TRIO', 'STRING_textmining')	STRING_textmining	SPTBN1	TRIO	44
('EPB41L2', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	EPB41L2	SPTBN1	182
('EPB41L2', 'SPTBN1', 'STRING_experimental')	STRING_experimental	EPB41L2	SPTBN1	261
('EPB41L2', 'SPTBN1', 'STRING_textmining')	STRING_textmining	EPB41L2	SPTBN1	105
('PYGO1', 'SRCAP', 'PCnet_other')	PCnet_other	PYGO1	SRCAP	1
('PYGO1', 'SMARCB1', 'PCnet_other')	PCnet_other	PYGO1	SMARCB1	1
('CTNNB1', 'PYGO1', 'STRING_database')	STRING_database	CTNNB1	PYGO1	900
('CTNNB1', 'PYGO1', 'STRING_experimental')	STRING_experimental	CTNNB1	PYGO1	305
('CTNNB1', 'PYGO1', 'STRING_textmining')	STRING_textmining	CTNNB1	PYGO1	442
('PYGO1', 'SPTBN1', 'PCnet_other')	PCnet_other	PYGO1	SPTBN1	1
('HIST1H2AJ', 'PYGO1', 'STRING_database')	STRING_database	HIST1H2AJ	PYGO1	900
('HIST1H2AJ', 'PYGO1', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	PYGO1	382
('BCL9L', 'PYGO1', 'STRING_database')	STRING_database	BCL9L	PYGO1	900
('BCL9L', 'PYGO1', 'STRING_textmining')	STRING_textmining	BCL9L	PYGO1	580
('HIST1H2AC', 'PYGO1', 'STRING_database')	STRING_database	HIST1H2AC	PYGO1	900
('HIST1H2AC', 'PYGO1', 'STRING_experimental')	STRING_experimental	HIST1H2AC	PYGO1	382
('CALB2', 'GRIN2B', 'STRING_coexpression')	STRING_coexpression	CALB2	GRIN2B	116
('CALB2', 'GRIN2B', 'STRING_experimental')	STRING_experimental	CALB2	GRIN2B	78
('CALB2', 'GRIN2B', 'STRING_textmining')	STRING_textmining	CALB2	GRIN2B	285
('CALB2', 'LRRN2', 'PCnet_other')	PCnet_other	CALB2	LRRN2	1
('CALB2', 'SOX9', 'STRING_coexpression')	STRING_coexpression	CALB2	SOX9	107
('CALB2', 'SOX9', 'STRING_experimental')	STRING_experimental	CALB2	SOX9	50
('CALB2', 'SOX9', 'STRING_textmining')	STRING_textmining	CALB2	SOX9	319
('CALB2', 'MAPT', 'STRING_coexpression')	STRING_coexpression	CALB2	MAPT	107
('CALB2', 'MAPT', 'STRING_experimental')	STRING_experimental	CALB2	MAPT	186
('CALB2', 'MAPT', 'STRING_textmining')	STRING_textmining	CALB2	MAPT	187
('CALB2', 'DGUOK', 'STRING_experimental')	STRING_experimental	CALB2	DGUOK	141
('CALB2', 'DGUOK', 'STRING_textmining')	STRING_textmining	CALB2	DGUOK	86
('SRCAP', 'TP53', 'STRING_experimental')	STRING_experimental	SRCAP	TP53	114
('SRCAP', 'TP53', 'STRING_textmining')	STRING_textmining	SRCAP	TP53	253
('CTNNB1', 'TP53', 'STRING_textmining')	STRING_textmining	CTNNB1	TP53	792
('MAP9', 'TP53', 'STRING_experimental')	STRING_experimental	MAP9	TP53	379
('MAP9', 'TP53', 'STRING_textmining')	STRING_textmining	MAP9	TP53	74
('SIPA1L1', 'TP53', 'STRING_textmining')	STRING_textmining	SIPA1L1	TP53	193
('SMARCB1', 'TP53', 'STRING_experimental')	STRING_experimental	SMARCB1	TP53	379
('SMARCB1', 'TP53', 'STRING_textmining')	STRING_textmining	SMARCB1	TP53	742
('DNMT3L', 'TP53', 'STRING_experimental')	STRING_experimental	DNMT3L	TP53	117
('DNMT3L', 'TP53', 'STRING_textmining')	STRING_textmining	DNMT3L	TP53	312
('HIST4H4', 'TP53', 'STRING_textmining')	STRING_textmining	HIST4H4	TP53	589
('HIST1H3J', 'TP53', 'STRING_textmining')	STRING_textmining	HIST1H3J	TP53	379
('HIST1H3H', 'TP53', 'STRING_textmining')	STRING_textmining	HIST1H3H	TP53	379
('TP53', 'YAP1', 'STRING_coexpression')	STRING_coexpression	TP53	YAP1	55
('TP53', 'YAP1', 'STRING_experimental')	STRING_experimental	TP53	YAP1	76
('TP53', 'YAP1', 'STRING_textmining')	STRING_textmining	TP53	YAP1	498
('SGK1', 'TP53', 'STRING_textmining')	STRING_textmining	SGK1	TP53	638
('ACTN4', 'TP53', 'STRING_coexpression')	STRING_coexpression	ACTN4	TP53	61
('ACTN4', 'TP53', 'STRING_textmining')	STRING_textmining	ACTN4	TP53	221
('AFDN', 'TP53', 'PCnet_other')	PCnet_other	AFDN	TP53	1
('NOTCH1', 'TP53', 'STRING_textmining')	STRING_textmining	NOTCH1	TP53	917
('MAPT', 'TP53', 'STRING_textmining')	STRING_textmining	MAPT	TP53	416
('HIST1H3D', 'TP53', 'STRING_textmining')	STRING_textmining	HIST1H3D	TP53	428
('ACTN4', 'YAP1', 'PCnet_other')	PCnet_other	ACTN4	YAP1	1
('CTNNB1', 'YAP1', 'STRING_coexpression')	STRING_coexpression	CTNNB1	YAP1	89
('CTNNB1', 'YAP1', 'STRING_experimental')	STRING_experimental	CTNNB1	YAP1	434
('CTNNB1', 'YAP1', 'STRING_textmining')	STRING_textmining	CTNNB1	YAP1	675
('SOX9', 'YAP1', 'STRING_coexpression')	STRING_coexpression	SOX9	YAP1	213
('SOX9', 'YAP1', 'STRING_experimental')	STRING_experimental	SOX9	YAP1	69
('SOX9', 'YAP1', 'STRING_textmining')	STRING_textmining	SOX9	YAP1	714
('BCL9L', 'YAP1', 'STRING_coexpression')	STRING_coexpression	BCL9L	YAP1	76
('BCL9L', 'YAP1', 'STRING_experimental')	STRING_experimental	BCL9L	YAP1	166
('BCL9L', 'YAP1', 'STRING_textmining')	STRING_textmining	BCL9L	YAP1	60
('JAG1', 'YAP1', 'STRING_coexpression')	STRING_coexpression	JAG1	YAP1	121
('JAG1', 'YAP1', 'STRING_experimental')	STRING_experimental	JAG1	YAP1	79
('JAG1', 'YAP1', 'STRING_textmining')	STRING_textmining	JAG1	YAP1	590
('NKPD1', 'ZNF526', 'PCnet_other')	PCnet_other	NKPD1	ZNF526	1
('HIST4H4', 'SGK1', 'STRING_textmining')	STRING_textmining	HIST4H4	SGK1	187
('CTNNB1', 'SGK1', 'STRING_coexpression')	STRING_coexpression	CTNNB1	SGK1	79
('CTNNB1', 'SGK1', 'STRING_textmining')	STRING_textmining	CTNNB1	SGK1	291
('MAPT', 'SGK1', 'STRING_experimental')	STRING_experimental	MAPT	SGK1	336
('MAPT', 'SGK1', 'STRING_textmining')	STRING_textmining	MAPT	SGK1	119
('AFDN', 'JAG1', 'PCnet_other')	PCnet_other	AFDN	JAG1	1
('AFDN', 'NOTCH1', 'PCnet_other')	PCnet_other	AFDN	NOTCH1	1
('AFDN', 'CTNNB1', 'PCnet_other')	PCnet_other	AFDN	CTNNB1	1
('AFDN', 'SIPA1L1', 'PCnet_other')	PCnet_other	AFDN	SIPA1L1	1
('ACTN2', 'LRRN2', 'PCnet_other')	PCnet_other	ACTN2	LRRN2	1
('DGUOK', 'MAPT', 'PCnet_other')	PCnet_other	DGUOK	MAPT	1
('CTNNB1', 'SRCAP', 'STRING_experimental')	STRING_experimental	CTNNB1	SRCAP	86
('CTNNB1', 'SRCAP', 'STRING_textmining')	STRING_textmining	CTNNB1	SRCAP	135
('SMARCB1', 'SRCAP', 'STRING_coexpression')	STRING_coexpression	SMARCB1	SRCAP	125
('SMARCB1', 'SRCAP', 'STRING_experimental')	STRING_experimental	SMARCB1	SRCAP	269
('SMARCB1', 'SRCAP', 'STRING_textmining')	STRING_textmining	SMARCB1	SRCAP	309
('NOTCH1', 'SRCAP', 'STRING_coexpression')	STRING_coexpression	NOTCH1	SRCAP	103
('NOTCH1', 'SRCAP', 'STRING_experimental')	STRING_experimental	NOTCH1	SRCAP	157
('NOTCH1', 'SRCAP', 'STRING_textmining')	STRING_textmining	NOTCH1	SRCAP	230
('HIST1H2AJ', 'SRCAP', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	SRCAP	185
('HIST1H2AJ', 'SRCAP', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	SRCAP	89
('HIST1H2AC', 'SRCAP', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	SRCAP	42
('HIST1H2AC', 'SRCAP', 'STRING_experimental')	STRING_experimental	HIST1H2AC	SRCAP	185
('HIST1H2AC', 'SRCAP', 'STRING_textmining')	STRING_textmining	HIST1H2AC	SRCAP	97
('PHF19', 'SMARCB1', 'PCnet_other')	PCnet_other	PHF19	SMARCB1	1
('HIST1H3A', 'PHF19', 'STRING_coexpression')	STRING_coexpression	HIST1H3A	PHF19	47
('HIST1H3A', 'PHF19', 'STRING_experimental')	STRING_experimental	HIST1H3A	PHF19	396
('HIST1H3A', 'PHF19', 'STRING_textmining')	STRING_textmining	HIST1H3A	PHF19	177
('HIST1H2AJ', 'PHF19', 'STRING_database')	STRING_database	HIST1H2AJ	PHF19	900
('HIST1H2AJ', 'PHF19', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	PHF19	63
('HIST1H3J', 'PHF19', 'STRING_coexpression')	STRING_coexpression	HIST1H3J	PHF19	47
('HIST1H3J', 'PHF19', 'STRING_experimental')	STRING_experimental	HIST1H3J	PHF19	157
('HIST1H3J', 'PHF19', 'STRING_textmining')	STRING_textmining	HIST1H3J	PHF19	177
('HIST1H2AC', 'PHF19', 'STRING_database')	STRING_database	HIST1H2AC	PHF19	900
('HIST1H2AC', 'PHF19', 'STRING_experimental')	STRING_experimental	HIST1H2AC	PHF19	63
('HIST1H2AC', 'PHF19', 'STRING_textmining')	STRING_textmining	HIST1H2AC	PHF19	50
('CTNNB1', 'SOX9', 'STRING_database')	STRING_database	CTNNB1	SOX9	900
('CTNNB1', 'SOX9', 'STRING_experimental')	STRING_experimental	CTNNB1	SOX9	281
('CTNNB1', 'SOX9', 'STRING_textmining')	STRING_textmining	CTNNB1	SOX9	840
('CTNNB1', 'HIST1H2AJ', 'STRING_database')	STRING_database	CTNNB1	HIST1H2AJ	900
('BCL9L', 'CTNNB1', 'STRING_database')	STRING_database	BCL9L	CTNNB1	900
('BCL9L', 'CTNNB1', 'STRING_experimental')	STRING_experimental	BCL9L	CTNNB1	379
('BCL9L', 'CTNNB1', 'STRING_textmining')	STRING_textmining	BCL9L	CTNNB1	455
('CTNNB1', 'HIST4H4', 'STRING_experimental')	STRING_experimental	CTNNB1	HIST4H4	64
('CTNNB1', 'HIST4H4', 'STRING_textmining')	STRING_textmining	CTNNB1	HIST4H4	210
('CTNNB1', 'HIST1H2AC', 'STRING_database')	STRING_database	CTNNB1	HIST1H2AC	900
('CTNNB1', 'SMARCB1', 'STRING_textmining')	STRING_textmining	CTNNB1	SMARCB1	511
('CTNNB1', 'HIST1H3A', 'STRING_coexpression')	STRING_coexpression	CTNNB1	HIST1H3A	49
('CTNNB1', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	CTNNB1	HIST1H3A	82
('CTNNB1', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	CTNNB1	HIST1H3A	148
('CTNNB1', 'HIST1H3D', 'STRING_coexpression')	STRING_coexpression	CTNNB1	HIST1H3D	49
('CTNNB1', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	CTNNB1	HIST1H3D	82
('CTNNB1', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	CTNNB1	HIST1H3D	135
('CTNNB1', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	CTNNB1	HIST1H3J	49
('CTNNB1', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	CTNNB1	HIST1H3J	82
('CTNNB1', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	CTNNB1	HIST1H3J	148
('CTNNB1', 'HIST1H3H', 'STRING_coexpression')	STRING_coexpression	CTNNB1	HIST1H3H	49
('CTNNB1', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	CTNNB1	HIST1H3H	82
('CTNNB1', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	CTNNB1	HIST1H3H	148
('CTNNB1', 'JAG1', 'STRING_coexpression')	STRING_coexpression	CTNNB1	JAG1	76
('CTNNB1', 'JAG1', 'STRING_experimental')	STRING_experimental	CTNNB1	JAG1	174
('CTNNB1', 'JAG1', 'STRING_textmining')	STRING_textmining	CTNNB1	JAG1	688
('ACTN4', 'CTNNB1', 'STRING_coexpression')	STRING_coexpression	ACTN4	CTNNB1	78
('ACTN4', 'CTNNB1', 'STRING_experimental')	STRING_experimental	ACTN4	CTNNB1	534
('ACTN4', 'CTNNB1', 'STRING_textmining')	STRING_textmining	ACTN4	CTNNB1	253
('CTNNB1', 'NOTCH1', 'STRING_database')	STRING_database	CTNNB1	NOTCH1	900
('CTNNB1', 'NOTCH1', 'STRING_coexpression')	STRING_coexpression	CTNNB1	NOTCH1	55
('CTNNB1', 'NOTCH1', 'STRING_experimental')	STRING_experimental	CTNNB1	NOTCH1	472
('CTNNB1', 'NOTCH1', 'STRING_textmining')	STRING_textmining	CTNNB1	NOTCH1	837
('CTNNB1', 'GRIN2B', 'STRING_experimental')	STRING_experimental	CTNNB1	GRIN2B	181
('CTNNB1', 'GRIN2B', 'STRING_textmining')	STRING_textmining	CTNNB1	GRIN2B	230
('RERE', 'SOX9', 'STRING_experimental')	STRING_experimental	RERE	SOX9	261
('RERE', 'SOX9', 'STRING_textmining')	STRING_textmining	RERE	SOX9	308
('NOTCH1', 'SOX9', 'STRING_textmining')	STRING_textmining	NOTCH1	SOX9	844
('JAG1', 'SOX9', 'STRING_coexpression')	STRING_coexpression	JAG1	SOX9	88
('JAG1', 'SOX9', 'STRING_textmining')	STRING_textmining	JAG1	SOX9	741
('BCL9L', 'HIST1H2AJ', 'STRING_database')	STRING_database	BCL9L	HIST1H2AJ	900
('HIST1H2AC', 'HIST1H2AJ', 'STRING_database')	STRING_database	HIST1H2AC	HIST1H2AJ	900
('HIST1H2AC', 'HIST1H2AJ', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST1H2AJ	65
('HIST1H2AC', 'HIST1H2AJ', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST1H2AJ	956
('HIST1H2AJ', 'SMARCB1', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	SMARCB1	61
('HIST1H2AJ', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	SMARCB1	129
('HIST1H2AJ', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	SMARCB1	64
('DNMT3L', 'HIST1H2AJ', 'STRING_database')	STRING_database	DNMT3L	HIST1H2AJ	900
('HIST1H2AJ', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	HIST4H4	142
('HIST1H2AJ', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	HIST4H4	268
('HIST1H2AJ', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	HIST4H4	330
('HIST1H2AJ', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H2AJ	HIST4H4	4
('HIST1H2AJ', 'HIST1H3D', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	HIST1H3D	222
('HIST1H2AJ', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	HIST1H3D	265
('HIST1H2AJ', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	HIST1H3D	444
('HIST1H2AJ', 'HIST1H3D', 'STRING_other')	STRING_other	HIST1H2AJ	HIST1H3D	1
('HIST1H2AJ', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	HIST1H3J	376
('HIST1H2AJ', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	HIST1H3J	265
('HIST1H2AJ', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	HIST1H3J	453
('HIST1H2AJ', 'HIST1H3J', 'STRING_other')	STRING_other	HIST1H2AJ	HIST1H3J	1
('HIST1H2AJ', 'HIST1H3H', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	HIST1H3H	262
('HIST1H2AJ', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	HIST1H3H	265
('HIST1H2AJ', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	HIST1H3H	453
('HIST1H2AJ', 'HIST1H3H', 'STRING_other')	STRING_other	HIST1H2AJ	HIST1H3H	1
('HIST1H2AJ', 'HIST1H3A', 'STRING_coexpression')	STRING_coexpression	HIST1H2AJ	HIST1H3A	317
('HIST1H2AJ', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	HIST1H3A	265
('HIST1H2AJ', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	HIST1H2AJ	HIST1H3A	453
('HIST1H2AJ', 'HIST1H3A', 'STRING_other')	STRING_other	HIST1H2AJ	HIST1H3A	1
('BCL9L', 'NOTCH1', 'STRING_coexpression')	STRING_coexpression	BCL9L	NOTCH1	113
('BCL9L', 'NOTCH1', 'STRING_textmining')	STRING_textmining	BCL9L	NOTCH1	252
('BCL9L', 'HIST1H2AC', 'STRING_database')	STRING_database	BCL9L	HIST1H2AC	900
('HIST1H2AC', 'SMARCB1', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	SMARCB1	64
('HIST1H2AC', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H2AC	SMARCB1	129
('HIST1H2AC', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H2AC	SMARCB1	99
('DNMT3L', 'HIST1H2AC', 'STRING_database')	STRING_database	DNMT3L	HIST1H2AC	900
('DNMT3L', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	DNMT3L	HIST1H2AC	85
('HIST1H2AC', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST4H4	109
('HIST1H2AC', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST4H4	854
('HIST1H2AC', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H2AC	HIST4H4	357
('HIST1H2AC', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H2AC	HIST4H4	4
('HIST1H2AC', 'HIST1H3D', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST1H3D	203
('HIST1H2AC', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST1H3D	597
('HIST1H2AC', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	HIST1H2AC	HIST1H3D	257
('HIST1H2AC', 'HIST1H3D', 'STRING_other')	STRING_other	HIST1H2AC	HIST1H3D	1
('HIST1H2AC', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST1H3J	217
('HIST1H2AC', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST1H3J	597
('HIST1H2AC', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	HIST1H2AC	HIST1H3J	288
('HIST1H2AC', 'HIST1H3J', 'STRING_other')	STRING_other	HIST1H2AC	HIST1H3J	1
('HIST1H2AC', 'HIST1H3H', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST1H3H	301
('HIST1H2AC', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST1H3H	597
('HIST1H2AC', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	HIST1H2AC	HIST1H3H	288
('HIST1H2AC', 'HIST1H3H', 'STRING_other')	STRING_other	HIST1H2AC	HIST1H3H	1
('AIRE', 'HIST1H2AC', 'STRING_experimental')	STRING_experimental	AIRE	HIST1H2AC	185
('AIRE', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	AIRE	HIST1H2AC	68
('HIST1H2AC', 'HIST1H3A', 'STRING_coexpression')	STRING_coexpression	HIST1H2AC	HIST1H3A	217
('HIST1H2AC', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	HIST1H2AC	HIST1H3A	597
('HIST1H2AC', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	HIST1H2AC	HIST1H3A	287
('HIST1H2AC', 'HIST1H3A', 'STRING_other')	STRING_other	HIST1H2AC	HIST1H3A	1
('RERE', 'SPTBN1', 'PCnet_other')	PCnet_other	RERE	SPTBN1	1
('HIST1H3D', 'HIST4H4', 'STRING_database')	STRING_database	HIST1H3D	HIST4H4	900
('HIST1H3D', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H3D	HIST4H4	107
('HIST1H3D', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H3D	HIST4H4	852
('HIST1H3D', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H3D	HIST4H4	690
('HIST1H3D', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H3D	HIST4H4	8
('HIST4H4', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST4H4	SMARCB1	87
('HIST4H4', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST4H4	SMARCB1	329
('DNMT3L', 'HIST4H4', 'STRING_experimental')	STRING_experimental	DNMT3L	HIST4H4	64
('DNMT3L', 'HIST4H4', 'STRING_textmining')	STRING_textmining	DNMT3L	HIST4H4	330
('HIST1H3A', 'HIST4H4', 'STRING_database')	STRING_database	HIST1H3A	HIST4H4	900
('HIST1H3A', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H3A	HIST4H4	150
('HIST1H3A', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H3A	HIST4H4	852
('HIST1H3A', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H3A	HIST4H4	586
('HIST1H3A', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H3A	HIST4H4	8
('HIST1H3J', 'HIST4H4', 'STRING_database')	STRING_database	HIST1H3J	HIST4H4	900
('HIST1H3J', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H3J	HIST4H4	140
('HIST1H3J', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H3J	HIST4H4	852
('HIST1H3J', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H3J	HIST4H4	586
('HIST1H3J', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H3J	HIST4H4	8
('HIST1H3H', 'HIST4H4', 'STRING_database')	STRING_database	HIST1H3H	HIST4H4	900
('HIST1H3H', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HIST1H3H	HIST4H4	139
('HIST1H3H', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HIST1H3H	HIST4H4	852
('HIST1H3H', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HIST1H3H	HIST4H4	587
('HIST1H3H', 'HIST4H4', 'STRING_other')	STRING_other	HIST1H3H	HIST4H4	8
('MAPT', 'MT3', 'STRING_coexpression')	STRING_coexpression	MAPT	MT3	294
('MAPT', 'MT3', 'STRING_textmining')	STRING_textmining	MAPT	MT3	75
('ACTN2', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	ACTN2	SPTBN1	61
('ACTN2', 'SPTBN1', 'STRING_experimental')	STRING_experimental	ACTN2	SPTBN1	177
('ACTN2', 'SPTBN1', 'STRING_textmining')	STRING_textmining	ACTN2	SPTBN1	74
('ACTN4', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	ACTN4	SPTBN1	80
('ACTN4', 'SPTBN1', 'STRING_experimental')	STRING_experimental	ACTN4	SPTBN1	164
('ACTN4', 'SPTBN1', 'STRING_textmining')	STRING_textmining	ACTN4	SPTBN1	78
('GRIN2B', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	GRIN2B	SPTBN1	61
('GRIN2B', 'SPTBN1', 'STRING_experimental')	STRING_experimental	GRIN2B	SPTBN1	161
('GRIN2B', 'SPTBN1', 'STRING_textmining')	STRING_textmining	GRIN2B	SPTBN1	328
('AIRE', 'SPTBN1', 'PCnet_other')	PCnet_other	AIRE	SPTBN1	1
('GRIN2B', 'SIPA1L1', 'STRING_database')	STRING_database	GRIN2B	SIPA1L1	900
('GRIN2B', 'SIPA1L1', 'STRING_textmining')	STRING_textmining	GRIN2B	SIPA1L1	79
('JAG1', 'NOTCH1', 'STRING_database')	STRING_database	JAG1	NOTCH1	900
('JAG1', 'NOTCH1', 'STRING_coexpression')	STRING_coexpression	JAG1	NOTCH1	85
('JAG1', 'NOTCH1', 'STRING_experimental')	STRING_experimental	JAG1	NOTCH1	577
('JAG1', 'NOTCH1', 'STRING_textmining')	STRING_textmining	JAG1	NOTCH1	302
('HIST1H3A', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H3A	SMARCB1	148
('HIST1H3A', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H3A	SMARCB1	196
('HIST1H3D', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H3D	SMARCB1	148
('HIST1H3D', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H3D	SMARCB1	264
('HIST1H3J', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H3J	SMARCB1	148
